Measured Depth[m],Weight on Bit[kkgf],Hookload[kkgf],Surface Torque[kNm],Downhole Weight on Bit,Downhole Torque,rpm,Mud Flow Q in[L/min],Standpipe Pressure[kPa],ROP[m/h]
1917.6209662744,4.041928401068601,128.85383279369015,15.7266666954847,1.1386428465805556,2.58197688549869,149.7453329222222,3517.390392838632,18717.85558118303,27.161889541999997
1917.6418450744,4.042155005736822,128.85371937039807,15.72466669829983,1.1385924474283335,2.5849739567528958,149.73266643333332,3517.3920584199122,18717.8333541709,27.1970006732
1917.66451353808,4.045214153638067,128.85100005390044,15.73933334934377,1.1385420482761113,2.5881851045252597,149.72033326666667,3517.397055163752,18718.46669554424,27.2420006848
1917.6853923380802,4.045327455972179,128.8511133713543,15.744555553335356,1.138491649123889,2.591610328815781,149.72233335555558,3517.405274555008,18719.088914984593,27.2870006964
1917.70628129808,4.042494912739155,128.85405932275964,15.740333310274597,1.1384412499716667,2.59524962962446,149.7386667,3517.41671659368,18719.70001249195,27.332000708
1917.72716009808,4.036716523938996,128.85983790811648,15.726666620161483,1.1383908508194445,2.599103006951296,149.76933330000003,3517.431381279768,18720.299988066323,27.377000719599998
1917.7480490580797,4.030711530470616,128.86584305782222,15.727999916467224,1.1383404516672222,2.6031704607962904,149.78777777777776,3517.4477115471364,18720.044420327562,27.4220007312
1955.70881671272,3.9623906362748658,129.90884321651427,15.50627777994517,1.507423523221,1.6700965487546158,150.12361153333333,3516.638632202152,18779.28353201603,25.812500038599996
1955.721866044,3.984371178214222,129.88720244549955,15.549833341147457,1.5204130647204075,1.70555517580333,150.10116736666666,3516.636852637911,18777.916870155837,25.16950004444
1955.7433816626399,4.0029526652500005,129.86896067394932,15.590055563665192,1.5323156645035556,1.7395941817061442,150.08361194444444,3516.617071757204,18779.216868216536,24.52650005028
1955.7599831026403,4.017002084120923,129.85513775390842,15.643944446166753,1.5431313225704444,1.7722135664630585,150.06527866666664,3516.5989564577776,18781.250186687488,23.88350005612
1955.77670646264,4.026519434826992,129.8457336853768,15.711499988652138,1.552860038921074,1.803413330074073,150.04616753333332,3516.582506739631,18784.016825568677,23.240500061960002
1955.79314534264,4.034337258081271,129.83791594528114,15.776666632638811,1.5615018135554446,1.8331934725391874,150.01933430833333,3516.5860853735003,18784.941787941225,22.5975000678
1955.80929974264,4.041815176853176,129.8304381172277,15.821777738837858,1.5690566464735556,1.861553993858402,150.00311225833332,3516.5901367106935,18784.158418717616,21.954500073640002
1955.8255963826402,4.048953191142706,129.8233002012165,15.846833307249275,1.5755245376754075,1.8884948940317166,149.99750138333332,3516.5946607512096,18781.66671789785,21.311500079480002
1955.8439272680002,4.055751300949861,129.81650219724756,15.851833337873058,1.580905487161,1.9140161730591314,150.00250168333332,3516.59965749505,18777.46668548191,20.66850008532
1955.860488068,4.062606059404114,129.80976072348773,15.848666704537582,1.5851994949303334,1.938117830940646,150.01222397777778,3516.607153977764,18775.222219435545,20.025500091159998
1955.8767643879999,4.069517466505465,129.80307577993696,15.837333407242836,1.5884065609834075,1.960799867676261,150.02666826666666,3516.617150199353,18774.933319758737,19.382500096999998
1955.8981991939997,4.073596327853834,129.79933679535145,15.841000081302305,1.590526685320222,1.982062283265976,150.00766800000002,3516.619648571273,18776.31665605318,18.73950010284
1955.91098266856,4.0755224574538875,129.79775066347221,15.85900007103079,1.5915598679407776,2.0019050777097913,149.9605566444444,3516.6278706964376,18777.461115973583,18.09650010868
1955.92724882856,4.076995382757413,129.79650442347557,15.875777851137432,1.5915061088450742,2.0203282510077063,149.92211195555555,3516.642649365487,18776.538908631133,17.45350011452
1955.94365722856,4.078015103764409,129.79559807536148,15.891333421622228,1.591458476705131,2.0385121623147398,149.8923339333333,3516.6639845784216,18773.550034025844,16.81050012036
1955.96018754856,4.078185057265576,129.79525822127823,15.894000112153902,1.5914169715209476,2.056456811630891,149.888667,3516.688655054778,18773.10002689192,16.1675001262
1955.98321589976,4.077958447557439,129.7951449743832,15.89711123227672,1.591381593292525,2.07416219895616,149.89833344444443,3516.7166580606495,18775.955556584733,15.52450013204
1956.00056917976,4.079204758112912,129.79367207931915,15.907333451827448,1.591352342019863,2.0916283242905473,149.90333324444447,3516.7413244361437,18776.777750952748,14.88150013788
1956.01387077368,4.081923988931994,129.79083953608614,15.924666770806095,1.5913292177029608,2.1086159256431705,149.9036664,3516.76265418126,18775.566609995964,14.23850014372
1956.0369637628,4.084983126753409,129.78789366531944,15.934222319606988,1.5908676207617254,2.125125003014029,149.88844405555557,3516.7823156111886,18773.377685892705,13.59550014956
1956.0546015227999,4.0881555719488505,129.78483446701907,15.933000109985139,1.5899675511961568,2.141155556403125,149.85099965555554,3516.79542323114,18771.44431259775,12.952500155400001
1956.0679010644,4.091441324518317,129.781661941185,15.921000141940556,1.588629009006255,2.1567075858104556,149.79133319999997,3516.8019770411165,18769.766490111087,12.30950016124
1956.0916898306398,4.095066984090116,129.77803620097458,15.905555718398235,1.5868519941920196,2.1717810912360225,149.73588903333334,3516.8003114598364,18766.655341734924,11.666500167079999
1956.10930727064,4.09789952732314,129.77520357206302,15.897444597780918,1.584636506753451,2.186376072679826,149.7148892111111,3516.796980297276,18764.577535455413,11.174833505
1956.12257834392,4.0999389542173885,129.7731640544503,15.896666780088605,1.581982546690549,2.2004925301418647,149.72833373333333,3516.791983553436,18763.53307127255,10.834500174999999
1956.14019578392,4.10322470174694,129.76987821116234,15.91366674862769,1.5788901140033138,2.2141304636221393,149.7637782,3516.7936518686247,18764.177500717964,10.64550017708
1956.15782338392,4.107530170283488,129.76557269222664,15.941444505718803,1.575359208691745,2.22728987312065,149.79022268888886,3516.803650824122,18764.210832656016,10.45650017916
1956.1710822448802,4.112855359827034,129.76024749764323,15.98000005136194,1.5713898307558432,2.239970758637397,149.8076672,3516.821980419928,18763.633067086703,10.26750018124
1956.18869968488,4.117104182236443,129.75582869149315,15.9883333604117,1.5669819801956077,2.2521731201723796,149.80500046666666,3516.8246456654274,18763.616409582908,10.400000180400001
1956.20578880488,4.120843144142353,129.75174973186645,15.968888897305703,1.5621356570110394,2.2638969577255983,149.80055592222223,3516.8049815015906,18765.760845954213,10.85400017664
1956.22285760488,4.123449092786986,129.74880386109976,15.964555567561039,1.5568508612021372,2.2751422712970535,149.80455593333332,3516.78853998517,18768.216392083992,11.308000172879998
1956.24614046408,4.1249220281703405,129.74699107919304,15.975333371177708,1.5511214658131416,2.2861483228776254,149.8170005,3516.775321116165,18770.983047972255,11.76200016912
1956.25815284544,4.125771803236044,129.745971539623,15.975500068994453,1.544947470844052,2.296915112467316,149.8150006,3516.785155931992,18769.949697372063,12.216000165359999
1956.2757702854399,4.127131431245374,129.74472539034483,15.948055662342902,1.5383288762948693,2.307442640066125,149.80422283333334,3516.7983775349053,18767.04967979408,12.670000161599999
1956.29338772544,4.1283777619605075,129.74359247788186,15.926500145497423,1.5312656821655926,2.3177309056740514,149.79611162222224,3516.795266136542,18765.360786165813,13.12400015784
1956.31101532544,4.129510795381446,129.74257280223415,15.910833518458016,1.523757888456222,2.3275406473002134,149.79066696666666,3516.7758217369023,18764.88301648726,13.57800015408
1956.3355446642402,4.129170908538774,129.74291277979532,15.918722420513602,1.5162467348033704,2.3368718649446123,149.7695556,3516.7595999846776,18765.483025845944,14.03200015032
1956.35317226424,4.127981254190272,129.74410252990222,15.93872241495928,1.5087322212070369,2.345724558607246,149.74305533333333,3516.7481565790517,18767.083036897995,14.486000146559999
1956.36536911056,4.125941832335939,129.74614205255486,15.970833501795054,1.5012143476672222,2.3540987282881165,149.7111661666667,3516.7414915200234,18769.683049643427,14.940000142799999
1956.3830068705602,4.125545284246382,129.74642536886913,15.996833487795348,1.4936931141839258,2.361994373987223,149.69377708888888,3516.736493409229,18771.52750657786,15.39400013904
1956.40063447056,4.1267916099216,129.744952478845,16.01672237296016,1.4861685207571478,2.3694114957045653,149.6908881,3516.7331622466686,18772.616407701298,15.84800013528
1956.4128292645603,4.129680809361594,129.7417233824825,16.03050015728949,1.4786405673868888,2.3763500934401436,149.7024992,3516.731498032343,18772.94975301374,16.30200013152
1956.4373789640001,4.1335330685617,129.73753118604057,16.038833496468538,1.471109254073148,2.382810167193958,149.72327692222225,3516.718279163338,18774.438654860493,16.75600012776
1956.455016724,4.135345895827642,129.73549174906648,16.04494461990098,1.4635745808159257,2.3887917169660082,149.7342769777778,3516.7050602943336,18777.727551228807,17.210000123999997
1956.4726544840003,4.135119291159421,129.7356050715603,16.048833527586822,1.4560365476152222,2.394294742756294,149.7354993666667,3516.691841425329,18782.81644211867,17.66400012024
1956.4975602203199,4.133249817766338,129.73764455137362,16.062166889857338,1.448495154471037,2.3993192445648157,149.70949966666666,3516.681843836786,18785.099792795878,18.11800011648
1956.50905554912,4.133363125140365,129.73775788394724,16.086944688832755,1.4409504013833703,2.403865222391574,149.67361101111112,3516.665288337404,18781.333160839757,18.572000112719998
1956.5265002691199,4.133589729808586,129.73753132463824,16.116500254676296,1.433402288352222,2.407932676236568,149.6458334222222,3516.6488440870744,18776.85541840184,19.02600010896
1956.54408722912,4.133929631771003,129.73696487344665,16.15083358738796,1.4258508153775926,2.4117608680906804,149.62616690000002,3516.6325110857974,18771.666565482137,19.480000105200002
1956.55634088,4.135289249700501,129.7352654190736,16.167055813557955,1.418740582039575,2.41534979795391,149.61750043333333,3516.6145125032413,18769.133267404184,19.94722232882667
1956.5742224800001,4.137895183225389,129.73243296151912,16.168166921431258,1.4120715883381696,2.418699465826258,149.6265005777778,3516.599733834192,18768.022190213214,20.42766677984
1956.59992440472,4.141747432345664,129.7284675007832,16.154166911007867,1.4058438342733768,2.421809871707724,149.65316733333336,3516.58817507865,18768.33333390922,20.921333458239996
1956.61193947848,4.143786854199997,129.72642814948765,16.148278006137154,1.400057319845196,2.424681015598308,149.6925005777778,3516.578281904388,18770.844472850098,21.41500013664
1956.63026811848,4.145146472129496,129.72506858195732,16.139722448396373,1.3947120450536272,2.4277410505343253,149.71427825555557,3516.5635005014296,18773.088939049685,21.75733348296
1956.65666583048,4.14582628613416,129.72438879819214,16.128500237785527,1.3902271628479859,2.430989976515775,149.7185003666667,3516.5438308697762,18775.06673250798,21.948333497199997
1956.6752789504799,4.147412513771796,129.72280266631287,16.110055795868934,1.3866026732282712,2.4344277935426595,149.69350036666668,3516.5323833632865,18774.300080159686,21.988000179359997
1956.69403431048,4.150131754670709,129.7200835362921,16.091389120325967,1.3838385761944838,2.438054501614976,149.6702781777778,3516.5274924006817,18773.088973140424,22.02766686152
1956.7211074795998,4.1539840088309,129.71623140812974,16.072500211156626,1.3819348717466229,2.441870100732726,149.6488338,3516.529157981962,18771.433411450205,22.067333543679997
1956.7401574796,4.158855973918256,129.71135951864113,16.060944635041576,1.3808915598846894,2.445874590895909,149.63994503333333,3516.530715048098,18770.133396535653,22.10700022584
1956.7593293996,4.164181143302142,129.7060344097362,16.054277927543193,1.380708640608683,2.450067972104525,149.62527844444446,3516.5388286581187,18767.588942587186,22.146666907999997
1956.7867586056002,4.169959516982554,129.700256081415,16.05250008866148,1.3813861139186032,2.4544502443585743,149.60483403333333,3516.5534988120244,18763.8000496048,22.18633359016
1956.8000314264,4.175171384032328,129.6950442093253,16.039388907291084,1.3829239798144508,2.459021407658057,149.57916722222222,3516.569945796262,18759.355605090797,22.226000272319997
1956.8196605464,4.179306891507838,129.6907386399904,16.04066662259327,1.3853222382962254,2.4637814620029723,149.57116703333335,3516.568338573417,18758.36672529211,22.26566695448
1956.8388832664,4.182366039409083,129.68733937341037,16.05633323456804,1.3885808893639269,2.4687304073933216,149.58083346666666,3516.548677143489,18760.833410208732,22.30533363664
1956.8582583864,4.186104991235163,129.68337365059887,16.070333199797496,1.3926999330175556,2.4738682438291035,149.60049999999998,3516.5322356270685,18761.800088429285,22.345000318799997
1956.8777655864,4.190523746986076,129.67884147155584,16.082666518281645,1.3976793692571112,2.479434233301201,149.63016663333335,3516.5190140241552,18761.26675995377,22.38466700096
1956.89909941216,4.195622306661824,129.67374283628135,16.093333190020484,1.4030779584459812,2.4854283758096134,149.66983336666667,3516.509012334749,18759.23342478219,22.424333683119997
1956.91889109216,4.201570638883319,129.66779442846112,16.10033319523218,1.4088957005841667,2.4918506713543414,149.70144447777778,3516.507234137462,18758.811205741807,22.46400036528
1956.93883517216,4.208368743650558,129.66099624809513,16.10366653391673,1.4151325956716667,2.498701119935384,149.72499996666664,3516.513679432294,18760.000102832608,22.503667047439997
1956.9589011721598,4.216016620963544,129.6533482951834,16.103333206074137,1.4217886437084815,2.5059797215527415,149.74049983333333,3516.528348219245,18762.80011605461,22.5433337296
1956.97913989216,4.219868890243481,129.64960931311785,16.10066653813943,1.4288638446946111,2.513686476206415,149.74838862222222,3516.5414585731055,18764.511236618397,22.64166706608
1956.99952085216,4.219925551490367,129.64977930189838,16.095666530112606,1.4363581986300555,2.521821383896403,149.74866633333332,3516.553010493876,18765.133464523984,22.79866705688
1957.02218930568,4.216186604704202,129.6538582615251,16.088333181993672,1.4438575924807222,2.5299562915863922,149.74133296666665,3516.5630039815564,18764.666799771352,23.014333702000002
1957.04284458568,4.215960005075896,129.65419823908624,16.074333171570284,1.4513620262466111,2.53809119927638,149.7504439888889,3516.5681092405403,18763.866798324725,23.230000347119997
1957.06364210568,4.219245752605448,129.6507992345818,16.053666498842446,1.4588714999277221,2.546226106966368,149.7759994,3516.5683262708276,18762.733460184092,23.44566699224
1957.0869738039999,4.226043847292858,129.6436612480118,16.026333163810154,1.4663860135240554,2.554361014656357,149.8179992,3516.5636550724207,18761.266785349468,23.66133363736
1957.107852604,4.232162138055433,129.63731637274066,15.994110945096548,1.4739055670356112,2.562495922346345,149.84433246666666,3516.5605409401483,18761.555668095818,23.87700028248
1957.128741564,4.237600624893174,129.6317646087684,15.95699984270163,1.481430160462389,2.570630830036334,149.85499919999998,3516.5589838740125,18763.600108423147,24.0926669276
1957.15951886592,4.242359307806081,129.62700595609502,15.914999856625402,1.488959793804389,2.5787657377263216,149.84999939999997,3516.558983874012,18767.40010633145,24.308333572720002
1957.18040782592,4.245645070455378,129.62383352097942,15.894555417523938,1.4964944670616114,2.5869006454163097,149.8429995111111,3516.5672059991766,18769.477878596823,24.51077799045333
1957.2012866259201,4.247457912841066,129.6222473034216,15.895666525397237,1.5040341802340556,2.5950355531062987,149.8339995333333,3516.5836502495063,18769.833425219273,24.7000001808
1957.22328369648,4.247797834963144,129.6222473034216,15.918333180245304,1.5115789333217222,2.6031704607962864,149.82299946666666,3516.6083166250005,18768.466746198796,24.876000143760002
1957.2441624964802,4.248251054379418,129.6220207390727,15.939999844033256,1.5191287263246112,2.6113053684862755,149.81388843333335,3516.6263179414655,18767.077857173263,25.05200010672
1957.2650311364803,4.248817571089886,129.62156761037488,15.960666516761098,1.5266835592427226,2.619012123139948,149.8066664333333,3516.637654198902,18765.666758142663,25.22800006968
1957.27798310448,4.249497385094552,129.6208879173282,15.980333198428822,1.5338242791267407,2.626290724757306,149.80133346666665,3516.64232539731,18764.233449107003,25.404000032640003
1957.2988720644798,4.251083612732187,129.61930169977038,16.003111000219366,1.5405508859766668,2.633141173338349,149.80933364444445,3516.6404400518336,18762.72235426226,25.5799999956
1957.31975086448,4.253576254002794,129.61680895770147,16.028999922132726,1.5468633797925002,2.6395634688830762,149.83066696666666,3516.631998162472,18761.133473608428,25.75599995856
1957.34241932816,4.256975308906371,129.61340969112143,16.057999964168904,1.552761760574241,2.645557611391489,149.86533343333332,3516.616999729226,18759.466807145505,25.931999921520003
1957.36329812816,4.260714270812281,129.6096705326588,16.0706666632219,1.558246028321889,2.6511236008635866,149.8959998888889,3516.6037781263126,18759.622362139657,26.10799988448
1957.38416676816,4.264793139720523,129.60559148231363,16.067000019291722,1.5633161830354445,2.6562614372993685,149.92266633333332,3516.5923333537326,18761.600138590886,26.28399984744
1957.39696100216,4.269211915631099,129.60117254008586,16.047000032378367,1.567966477443163,2.661197090356891,149.94533276666664,3516.5826654114844,18765.400136499193,26.459999810400003
1957.41784996216,4.272950877537009,129.5975467948355,16.04844449069123,1.5721969115450443,2.665930560036153,149.96988823333334,3516.5745518014637,18767.744581582476,26.635999773360002
1957.43872876216,4.276010025438254,129.59471424656257,16.071333394230315,1.576007485341088,2.6704618463371554,149.99633273333333,3516.56799252367,18768.63347384072,26.81199973632
1957.4697305289599,4.2783893593348346,129.59267489526704,16.11566674299562,1.5793981988312946,2.674790949259898,150.02466626666669,3516.562987578104,18768.06681327394,26.987999699280003
1957.49060932896,4.282241623574856,129.58904924073514,16.137111203286487,1.582369052015664,2.67891786880438,150.0503330777778,3516.556319785167,18767.9112583564,27.142110778746666
1957.51149828896,4.287566818158316,129.5838372829669,16.13566677510291,1.584920044894196,2.6828426049706025,150.07333316666666,3516.5479891448576,18768.16680908809,27.27433297472
1957.5344963328798,4.294364943085217,129.5770390219623,16.11133345844489,1.587051177466891,2.6865651577585647,150.09366653333333,3516.5379956571783,18768.833465469015,27.3846662872
1957.55538529288,4.297537398360489,129.57397974302324,16.095333465901273,1.5887624497337487,2.6900855271682675,150.10166655555557,3516.5247767881738,18769.066789265187,27.49499959968
1957.5762742528798,4.29708418398413,129.5746594461498,16.087666797472064,1.5900538616947693,2.69340371319971,150.09733323333333,3516.508332537844,18768.8667804766,27.60533291216
1957.59717337288,4.293005299956142,129.5790781313419,16.088333453157254,1.5909254133499526,2.6965197158528933,150.08066656666668,3516.4886629061903,18768.23343910326,27.715666224640003
1957.61805217288,4.291872266535204,129.58032437637846,16.082111227976267,1.5913771046992984,2.6994335351278163,150.0796666111111,3516.4755498184213,18766.933424265317,27.767332882799998
1957.6389208128799,4.293685083721315,129.57839818125953,16.069000121929093,1.5914089357428074,2.702145171024479,150.0943333666667,3516.468993274536,18764.966735962767,27.76033288664
1957.6615852024,4.298443751514477,129.57329954598507,16.049000135015735,1.5914350195145712,2.705082776579197,150.12466683333332,3516.4689932745364,18762.333374195616,27.69466623616
1957.6824640024,4.3035423313498855,129.56797426068314,16.037222355403596,1.5914553560145908,2.7082463517919706,150.13588917777776,3516.4656593780674,18761.200019201136,27.62899958568
1957.7033529624,4.308980823227542,129.56242232535377,16.033666783092674,1.5914699452428658,2.711635896662799,150.1280004,3516.45899158513,18761.566670979333,27.5633329352
1957.71459216776,4.314759227147446,129.55664373999693,16.038333418082964,1.591478787199396,2.7152514111916823,150.1010005,3516.4489898957245,18763.43332953021,27.49766628472
1957.73549128776,4.319857817062685,129.55165826089902,16.05200007806679,1.5914818818841816,2.719092895378622,150.09233385555555,3516.4455447502028,18765.15553816607,27.43199963424
1957.7563700877602,4.32427659297326,129.54746588806006,16.074666763044142,1.5914792292972224,2.7231603492236163,150.10200046666665,3516.448656148566,18766.733296886912,27.36633298376
1957.77937220584,4.32801555487917,129.54406662148006,16.106333473015024,1.5914708294385185,2.7267758637525,150.13000033333336,3516.4583240908137,18768.166605692746,27.30066633328
1957.80025100584,4.331981116413386,129.5402142262022,16.12588906799885,1.5914624295798148,2.7299394389652734,150.16277807777777,3516.4631038043663,18769.28880481671,27.2349996828
1957.82112980584,4.336173277575909,129.53590870222658,16.133333547995615,1.5914540297211113,2.732651074861936,150.20033370000002,3516.462995289222,18770.099894258798,27.16933303232
1957.84479924288,4.340592038366738,129.5311500495532,16.128666913005322,1.5914456298624076,2.7349107714424887,150.2426672,3516.457998545382,18770.599874019023,27.10366638184
1957.8656780428798,4.344104380484681,129.52752439502132,16.114111363709927,1.5914372300037039,2.736718528706931,150.26666725555555,3516.4531103166864,18771.488749423417,27.037999731360003
1957.88656700288,4.346710303929737,129.52503173863096,16.089666900109435,1.591428830145,2.738074346655262,150.27233386666666,3516.4483306031343,18772.766520471992,26.97233308088
1957.9074458028801,4.348409808701907,129.52367208038214,16.05533352220384,1.5914204302862964,2.7389782252874837,150.25966703333333,3516.4436594047265,18774.43318716474,26.906666430399998
1957.9283246028801,4.349316207215134,129.52310561911074,16.018777928551636,1.5914120304275927,2.7394301646035943,150.23844476666667,3516.448767397619,18775.54429829324,26.862666457440003
1957.94921356288,4.349429499469413,129.52333235481677,15.980000119152832,1.5914036305688888,2.739430164603595,150.2086670666667,3516.463654581812,18776.099853857486,26.840333162
1957.9718820164003,4.34874968546475,129.52435228750022,15.939000094007428,1.5913952307101853,2.738978225287484,150.17033393333335,3516.4883209573063,18776.099853857486,26.83966654408
1957.9927709764002,4.34591713719181,129.52741165715776,15.902555647297703,1.5913868308514816,2.738074346655263,150.14144514444445,3516.5064307889156,18774.610969017802,26.83899992616
1958.0136700964,4.340931854650596,129.53251046378938,15.87066677902366,1.5913784309927776,2.736718528706932,150.1220007,3516.5179840766405,18771.633199338434,26.83833330824
1958.0345590564,4.333793837841109,129.53964870739503,15.843333489185301,1.591375778405819,2.734684801784435,150.11200060000002,3516.5229808204804,18767.16654481937,26.83766669032
1958.0554378564,4.328808555299896,129.54452086399917,15.814555756098718,1.5913788730906044,2.7319731658877724,150.09411153333335,3516.5279802982286,18763.699883528454,26.8370000724
1958.0763166564,4.325976007026957,129.54712693360176,15.784333579763917,1.5913877150471345,2.728583621016944,150.0683335,3516.5329825098866,18761.233215465683,26.83633345448
1958.0996483648803,4.325296193022292,129.54746691620284,15.752666960180894,1.5914023042754095,2.72451616717195,150.03466650000001,3516.537987455452,18759.766540631055,26.835666836559998
1958.1205373248802,4.320650817483411,129.55199909524583,15.74055587532312,1.591422640775429,2.7197708043527906,150.00011075555554,3516.5446552483895,18759.466535875108,26.856889102133334
1958.14142628488,4.312039880410313,129.56072347073075,15.7480003251906,1.591448724547193,2.714347532559465,149.96466626666668,3516.552985888698,18760.333201197835,26.9000002512
1958.16442840296,4.299463381802999,129.5736400426576,15.77500030978333,1.591480555590702,2.7091264441444,149.92833303333333,3516.5629793763783,18762.366536599242,26.96500028376
1958.1853072029598,4.291758863402789,129.58145797930993,15.794666976386415,1.5915139339766033,2.704107539107594,149.90966643333334,3516.5778638266625,18762.63320934053,27.030000316320002
1958.20619616296,4.2889263252096805,129.5841772806878,15.80700032499985,1.5915488597048977,2.6992908174490484,149.90866646666666,3516.5976392395523,18761.13321942171,27.09500034888
